"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"ky-klc-payroll-junction-city","KY","Junction City","incorporated city","{""klc_county"":""Boyle/Lincoln"",""klc_fy2023_source_page"":8}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Junction City local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-lancaster","KY","Lancaster","incorporated city","{""klc_county"":""Garrard"",""klc_fy2023_source_page"":8}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","0.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Lancaster local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-marion","KY","Marion","incorporated city","{""klc_county"":""Crittenden"",""klc_fy2023_source_page"":9}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","0.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Marion local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-mount-washington","KY","Mount Washington","incorporated city","{""klc_county"":""Bullitt"",""klc_fy2023_source_page"":10}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Mount Washington local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-muldraugh","KY","Muldraugh","incorporated city","{""klc_county"":""Meade/Hardin"",""klc_fy2023_source_page"":10}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Muldraugh local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-munfordville","KY","Munfordville","incorporated city","{""klc_county"":""Hart"",""klc_fy2023_source_page"":10}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","0.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Munfordville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-nortonville","KY","Nortonville","incorporated city","{""klc_county"":""Hopkins"",""klc_fy2023_source_page"":10}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Nortonville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-park-city","KY","Park City","incorporated city","{""klc_county"":""Barren"",""klc_fy2023_source_page"":11}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Park City local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-pikeville","KY","Pikeville","incorporated city","{""klc_county"":""Pike"",""klc_fy2023_source_page"":11}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Pikeville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-prestonville","KY","Prestonville","incorporated city","{""klc_county"":""Carroll"",""klc_fy2023_source_page"":11}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.60%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Prestonville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-radcliff","KY","Radcliff","incorporated city","{""klc_county"":""Hardin"",""klc_fy2023_source_page"":11}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.25%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Radcliff local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-russellville","KY","Russellville","incorporated city","{""klc_county"":""Logan"",""klc_fy2023_source_page"":12}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Russellville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-salyersville","KY","Salyersville","incorporated city","{""klc_county"":""Magoffin"",""klc_fy2023_source_page"":12}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Salyersville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-silver-grove","KY","Silver Grove","incorporated city","{""klc_county"":""Campbell"",""klc_fy2023_source_page"":13}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.50%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Silver Grove local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-stanford","KY","Stanford","incorporated city","{""klc_county"":""Lincoln"",""klc_fy2023_source_page"":13}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.15%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Stanford local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-tompkinsville","KY","Tompkinsville","incorporated city","{""klc_county"":""Monroe"",""klc_fy2023_source_page"":13}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.75%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Tompkinsville local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-union","KY","Union","incorporated city","{""klc_county"":""Boone"",""klc_fy2023_source_page"":14}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Union local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-williamsburg","KY","Williamsburg","incorporated city","{""klc_county"":""Whitley"",""klc_fy2023_source_page"":14}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Williamsburg local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-wilmore","KY","Wilmore","incorporated city","{""klc_county"":""Jessamine"",""klc_fy2023_source_page"":14}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","2.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Wilmore local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
"ky-klc-payroll-wurtland","KY","Wurtland","incorporated city","{""klc_county"":""Greenup"",""klc_fy2023_source_page"":15}","Occupational License Tax / Payroll Tax","employee gross earnings or payroll","persons working within the city under Kentucky occupational-license-tax rules; current local boundary and ordinance must be verified before use","True","1.00%","FY2023 KLC city survey; KLC still reported 170 gross-earnings cities on 2025-07-11","Wurtland local occupational-tax administrator","SUPPORTED_AUTHORITATIVE_ASSOCIATION","PARTIAL","UNDETERMINED until the current local ordinance, rate, and authoritative jurisdiction boundary are verified","FY2023 surveyed rate; KLC adopter count published 2025-07-11; retrieved 2026-08-25","https://www.klc.org/News/12942/the-occupational-business-license-fee | https://kleague.sharepoint.com/sites/governmentalaffairs/Shared%20Documents/Research/Taxes/Occupational%20Taxes/KY%20City_OccupationalLicenseRates_FY2023.pdf?ga=1 | https://www.klc.org/InfoCentral/Detail/31/occupational-license-tax | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23793 | https://apps.legislature.ky.gov/law/statutes/statute.aspx?id=23796","KLC is an authoritative municipal association, but its rate table is a city survey rather than the municipality ordinance. | The table warns that rates may change and uses FY2023 or the most readily available values. | A current local ordinance, withholding material, and boundary match are required before a product BUFFER decision."
