"record_id","state_code","jurisdiction_name","jurisdiction_type","official_jurisdiction_id","tax_name","legal_incidence","geographic_scope","employer_withholding","rate","effective_at","administrator","evidence_status","coverage_status","product_disposition","source_date","primary_source_urls","limitations"
"pa-legal-municipality-eit-280155","PA","GREENE TWP","township","{""municipality_ids"":[""280155""],""psd_codes"":[""280102""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Franklin County Area Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-03""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-300335","PA","GREENE TWP","township","{""municipality_ids"":[""300335""],""psd_codes"":[""300402""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-07-01""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-430335","PA","GREENE TWP","township","{""municipality_ids"":[""430335""],""psd_codes"":[""200303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-15""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-070305","PA","GREENFIELD TWP","township","{""municipality_ids"":[""070305""],""psd_codes"":[""070302""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Blair County Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-06""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-250545","PA","GREENFIELD TWP","township","{""municipality_ids"":[""250545""],""psd_codes"":[""251303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-23""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-350515","PA","GREENFIELD TWP","township","{""municipality_ids"":[""350515""],""psd_codes"":[""350402""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2025-12-28""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-430363","PA","GREENVILLE BORO","borough","{""municipality_ids"":[""430363""],""psd_codes"":[""430301""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[1.75]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-25""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-560515","PA","GREENVILLE TWP","township","{""municipality_ids"":[""560515""],""psd_codes"":[""560303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-11""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-060665","PA","GREENWICH TWP","township","{""municipality_ids"":[""060665""],""psd_codes"":[""061002""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berks Earned Income Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-12""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-170785","PA","GREENWOOD TWP","township","{""municipality_ids"":[""170785""],""psd_codes"":[""170204""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-25""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-190455","PA","GREENWOOD TWP","township","{""municipality_ids"":[""190455""],""psd_codes"":[""190501""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-12""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-200515","PA","GREENWOOD TWP","township","{""municipality_ids"":[""200515""],""psd_codes"":[""200106""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-27""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-340155","PA","GREENWOOD TWP","township","{""municipality_ids"":[""340155""],""psd_codes"":[""500101""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Capital Tax Collection Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-19""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-500215","PA","GREENWOOD TWP","township","{""municipality_ids"":[""500215""],""psd_codes"":[""500102""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Capital Tax Collection Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-19""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-140275","PA","GREGG TWP","township","{""municipality_ids"":[""140275""],""psd_codes"":[""140302""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Centre Tax Agency""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-14""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-600095","PA","GREGG TWP","township","{""municipality_ids"":[""600095""],""psd_codes"":[""490608""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-05""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-430393","PA","GROVE CITY BORO","borough","{""municipality_ids"":[""430393""],""psd_codes"":[""430401""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-17""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-180455","PA","GRUGAN TWP","township","{""municipality_ids"":[""180455""],""psd_codes"":[""180115""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berkheimer Tax Administrator""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-02""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-280185","PA","GUILFORD TWP","township","{""municipality_ids"":[""280185""],""psd_codes"":[""280103"",""280501""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Franklin County Area Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","[""2026-06-03"",""2026-06-24""]","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-170815","PA","GULICH TWP","township","{""municipality_ids"":[""170815""],""psd_codes"":[""170604""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Keystone Collections Group""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-16""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-140305","PA","HAINES TWP","township","{""municipality_ids"":[""140305""],""psd_codes"":[""140303""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Centre Tax Agency""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-05-14""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-140335","PA","HALFMOON TWP","township","{""municipality_ids"":[""140335""],""psd_codes"":[""140404""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[0.5],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Centre Tax Agency""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-06""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-670663","PA","HALLAM BORO","borough","{""municipality_ids"":[""670663""],""psd_codes"":[""670402""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""York Adams Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-01-08""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
"pa-legal-municipality-eit-060693","PA","HAMBURG BORO","borough","{""municipality_ids"":[""060693""],""psd_codes"":[""060901""]}","Municipal Earned Income Tax","individual municipal earned-income tax; employer withholding follows resident/work-location rules","positive work-location municipal nonresident EIT; one legal municipality may span multiple PSD codes","True","{""municipal_nonresident_percent"":[1.0],""municipal_resident_percent"":[0.5]}","{""register_as_of"":""2026-08-25""}","""Berks Earned Income Tax Bureau""","CONFIRMED_PRIMARY","COMPLETE","BUFFER_REVIEW_REQUIRED only after authoritative address-to-PSD resolution; postal city alone remains UNDETERMINED","""2026-06-23""","https://apps.dced.pa.gov/munstats-public/ReportInformation2.aspx?report=EitWithCollector_Dyn_Excel&type=R | https://apps.dced.pa.gov/munstats-public/ReportToPdf.aspx?report=EitWithCollector_Dyn_Excel&paramList=R;2026 | https://dced.pa.gov/local-government/local-income-tax-information/local-withholding-tax-faqs/ | https://dced.pa.gov/local-government/local-income-tax-information/psd-codes-and-eit-rates/","PSD code, not postal city, is the authoritative locality key. | School-district EIT/PIT and municipal/school LST components are excluded. | Member municipality IDs and PSD codes are preserved when a legal municipality spans more than one source row."
